incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC00061,EVT00061,Suspicious Process Execution,Jack Davis,Closed,4 min,Remediated
INC00062,EVT00062,Account Lockout,Mark Harris,Closed,18 min,Blocked
INC00063,EVT00063,Account Lockout,Christina Hartman,Closed,137 min,Blocked
INC00064,EVT00064,Privilege Escalation,Amy Coleman,In Progress,36 min,Under Investigation
INC00065,EVT00065,Login Success,Derek Wagner,Closed,25 min,False Positive
INC00066,EVT00066,Data Exfiltration Attempt,Jennifer Payne,Closed,138 min,Blocked
INC00067,EVT00067,Unauthorized Access,Kyle Stephenson,Closed,69 min,Remediated
INC00068,EVT00068,Account Lockout,Amy Coleman,In Progress,64 min,Under Investigation
INC00069,EVT00069,File Access,Austin Parks,Escalated,154 min,Escalated to Management
INC00070,EVT00070,Port Scan,Dawn Walsh,Closed,90 min,Blocked
INC00071,EVT00071,Suspicious Process Execution,Darius Hernandez,In Progress,49 min,Under Investigation
INC00072,EVT00072,Login Success,David Gibson,Open,130 min,Pending Review
INC00073,EVT00073,Web Shell Detected,Patricia Ortiz,Closed,73 min,Blocked
INC00074,EVT00074,SQL Injection Attempt,Jesus Nielsen,In Progress,85 min,Under Investigation
INC00075,EVT00075,Privilege Escalation,Emily Jackson,Closed,23 min,Remediated
INC00076,EVT00076,Unauthorized Access,Jaime Parsons,Closed,128 min,False Positive
INC00077,EVT00077,Brute Force,Christina Hartman,In Progress,4 min,Under Investigation
INC00078,EVT00078,Web Shell Detected,Robert Frost,In Progress,151 min,Under Investigation
INC00079,EVT00079,File Access,David Gibson,Closed,12 min,False Positive
INC00080,EVT00080,Malware Detection,Katherine Cook,Escalated,146 min,Escalated to Management
INC00081,EVT00081,Account Lockout,Jack Davis,Escalated,128 min,Escalated to Management
INC00082,EVT00082,Lateral Movement Detected,Emily Jackson,Closed,132 min,Remediated
INC00083,EVT00083,Phishing Email,Crystal Costa,Closed,82 min,Remediated
INC00084,EVT00084,VPN Connection,Robert Frost,Closed,140 min,Blocked
INC00085,EVT00085,DNS Tunneling Detected,Amy Coleman,Closed,169 min,False Positive
INC00086,EVT00086,Failed Login,Patricia Ortiz,Closed,76 min,False Positive
INC00087,EVT00087,Configuration Change,Mark Harris,Closed,147 min,False Positive
INC00088,EVT00088,Privilege Escalation,Christina Hartman,Closed,71 min,Remediated
INC00089,EVT00089,Firewall Rule Change,Austin Parks,Closed,83 min,Remediated
INC00090,EVT00090,VPN Connection,Derek Wagner,Closed,138 min,Blocked
INC00091,EVT00091,Port Scan,Dawn Walsh,Closed,15 min,Remediated
INC00092,EVT00092,Phishing Email,Brian Banks,Closed,145 min,False Positive
INC00093,EVT00093,Suspicious Process Execution,Christopher Gill,Open,155 min,Pending Review
INC00094,EVT00094,Ransomware Detected,Darius Hernandez,Closed,89 min,False Positive
INC00095,EVT00095,Firewall Rule Change,Raymond Miller,Closed,148 min,False Positive
INC00096,EVT00096,File Access,David Gibson,Escalated,5 min,Escalated to IT Security Lead
INC00097,EVT00097,Credential Dumping,Evan Ortiz,Open,166 min,Pending Review
INC00098,EVT00098,Login Success,Brian Banks,Closed,41 min,Blocked
INC00099,EVT00099,DNS Tunneling Detected,Jaime Parsons,Closed,25 min,Blocked
INC00100,EVT00100,Configuration Change,Jaime Parsons,Escalated,117 min,Escalated to Management
INC00101,EVT00101,Session Hijacking Attempt,Austin Parks,Open,163 min,Under Investigation
INC00102,EVT00102,Login Success,Lori Blevins,Open,138 min,Under Investigation
INC00103,EVT00103,Lateral Movement Detected,Lisa Smith,Closed,107 min,False Positive
INC00104,EVT00104,Firewall Rule Change,Christopher Gill,Closed,21 min,Remediated
INC00105,EVT00105,Web Shell Detected,David Jones,Open,142 min,Under Investigation
INC00106,EVT00106,Data Exfiltration Attempt,Jacqueline Scott,Open,44 min,Under Investigation
INC00107,EVT00107,Malware Detection,Derek Wagner,Closed,24 min,False Positive
INC00108,EVT00108,Port Scan,Derek Wagner,Closed,86 min,Blocked
INC00109,EVT00109,VPN Connection,Robert Frost,In Progress,104 min,Under Investigation
INC00110,EVT00110,Unauthorized Access,Jack Davis,In Progress,25 min,Under Investigation
INC00111,EVT00111,Session Hijacking Attempt,Adam Martin,Closed,178 min,Blocked
INC00112,EVT00112,Privilege Escalation,Adam Martin,In Progress,174 min,Under Investigation
INC00113,EVT00113,Brute Force,Dakota Walsh,Closed,76 min,False Positive
INC00114,EVT00114,Lateral Movement Detected,Amy Coleman,In Progress,79 min,Under Investigation
INC00115,EVT00115,DNS Tunneling Detected,Ricky Blackwell,In Progress,154 min,Under Investigation
INC00116,EVT00116,Login Success,Christopher Garner,Escalated,70 min,Escalated to Management
INC00117,EVT00117,Ransomware Detected,Dakota Walsh,In Progress,50 min,Under Investigation
INC00118,EVT00118,SQL Injection Attempt,Jaime Parsons,Closed,82 min,False Positive
INC00119,EVT00119,SQL Injection Attempt,Jennifer Payne,Open,101 min,Under Investigation
INC00120,EVT00120,File Access,Evan Ortiz,Escalated,47 min,Escalated to IT Security Lead
INC00121,EVT00121,Ransomware Detected,Jack Davis,Closed,172 min,Remediated
INC00122,EVT00122,Lateral Movement Detected,Lori Blevins,Escalated,19 min,Escalated to Management
INC00123,EVT00123,Configuration Change,Katelyn Harris,In Progress,80 min,Under Investigation
INC00124,EVT00124,Account Lockout,Lori Blevins,Closed,118 min,False Positive
INC00125,EVT00125,Login Success,Austin Parks,Open,40 min,Pending Review
INC00126,EVT00126,Suspicious Process Execution,Austin Parks,Closed,39 min,Remediated
INC00127,EVT00127,Session Hijacking Attempt,Jennifer Payne,Closed,120 min,False Positive
INC00128,EVT00128,Brute Force,Mark Harris,Closed,43 min,False Positive
INC00129,EVT00129,Phishing Email,Dakota Walsh,In Progress,38 min,Under Investigation
INC00130,EVT00130,Session Hijacking Attempt,David Jones,Closed,143 min,Remediated
INC00131,EVT00131,Login Success,Katherine Cook,Open,37 min,Pending Review
INC00132,EVT00132,Privilege Escalation,Shannon Montoya,Closed,83 min,Blocked
INC00133,EVT00133,Ransomware Detected,Christopher Garner,Closed,173 min,Blocked
INC00134,EVT00134,Data Exfiltration Attempt,Brian Banks,In Progress,118 min,Under Investigation
INC00135,EVT00135,Port Scan,Anthony Reynolds,Closed,152 min,False Positive
INC00136,EVT00136,DDoS Attempt,Dr. Jacob Rowe DDS,Closed,82 min,Remediated
INC00137,EVT00137,Firewall Rule Change,Sheila Morris,In Progress,22 min,Under Investigation
INC00138,EVT00138,Phishing Email,David Gibson,Open,172 min,Pending Review
INC00139,EVT00139,Malware Detection,Sheila Morris,Escalated,179 min,Escalated to IT Security Lead
INC00140,EVT00140,DNS Tunneling Detected,Brian Ford,Closed,172 min,False Positive
INC00141,EVT00141,Brute Force,Darius Hernandez,Closed,12 min,False Positive
INC00142,EVT00142,Suspicious Process Execution,Evan Ortiz,In Progress,34 min,Under Investigation
INC00143,EVT00143,Port Scan,Amy Coleman,Closed,132 min,Blocked
INC00144,EVT00144,Phishing Email,Dawn Walsh,Closed,106 min,Blocked
INC00145,EVT00145,Account Lockout,Katherine Cook,Closed,113 min,Blocked
INC00146,EVT00146,Credential Dumping,David Jones,Closed,120 min,False Positive
INC00147,EVT00147,Suspicious Process Execution,Crystal Costa,Open,43 min,Under Investigation
INC00148,EVT00148,DDoS Attempt,Jaime Parsons,Closed,22 min,False Positive
INC00149,EVT00149,Login Success,Brian Banks,Closed,3 min,Remediated
INC00150,EVT00150,Configuration Change,Amy Coleman,Closed,152 min,Remediated
INC00151,EVT00151,Malware Detection,Jacqueline Scott,Closed,15 min,Blocked
INC00152,EVT00152,Configuration Change,Shannon Montoya,Open,138 min,Under Investigation
INC00153,EVT00153,USB Device Connected,Kyle Stephenson,Open,32 min,Under Investigation
INC00154,EVT00154,Account Lockout,Jennifer Payne,In Progress,55 min,Under Investigation
INC00155,EVT00155,Web Shell Detected,Jaime Parsons,Closed,143 min,False Positive
INC00156,EVT00156,Session Hijacking Attempt,Jennifer Payne,In Progress,86 min,Under Investigation
INC00157,EVT00157,Account Lockout,Patricia Ortiz,In Progress,148 min,Under Investigation
INC00158,EVT00158,Account Lockout,Evan Ortiz,In Progress,14 min,Under Investigation
INC00159,EVT00159,Malware Detection,Evan Ortiz,Escalated,65 min,Escalated to Management
INC00160,EVT00160,Lateral Movement Detected,Cassandra Quinn,Closed,21 min,Blocked
INC00161,EVT00161,Brute Force,Brian Ford,Closed,105 min,Remediated
INC00162,EVT00162,VPN Connection,Dakota Walsh,Escalated,129 min,Escalated to Management
INC00163,EVT00163,Failed Login,Raymond Miller,Closed,174 min,Blocked
INC00164,EVT00164,Firewall Rule Change,Dawn Walsh,Closed,73 min,Blocked
INC00165,EVT00165,SQL Injection Attempt,Adam Martin,Closed,167 min,Remediated
INC00166,EVT00166,Port Scan,Shannon Montoya,Closed,30 min,False Positive
INC00167,EVT00167,VPN Connection,Jesus Nielsen,In Progress,75 min,Under Investigation
INC00168,EVT00168,Login Success,David Gibson,Closed,33 min,False Positive
INC00169,EVT00169,Session Hijacking Attempt,Cassandra Quinn,Escalated,79 min,Escalated to Management
INC00170,EVT00170,Failed Login,Michael Howell,Open,99 min,Pending Review
INC00171,EVT00171,VPN Connection,Ricky Blackwell,Closed,6 min,Blocked
INC00172,EVT00172,Login Success,Austin Parks,Closed,7 min,False Positive
INC00173,EVT00173,Credential Dumping,Allen Wood,Open,57 min,Pending Review
INC00174,EVT00174,Account Lockout,Jennifer Payne,In Progress,123 min,Under Investigation
INC00175,EVT00175,File Access,Cassandra Quinn,Closed,36 min,Remediated
INC00176,EVT00176,USB Device Connected,Lisa Smith,Closed,85 min,False Positive
INC00177,EVT00177,Privilege Escalation,Derek Wagner,In Progress,78 min,Under Investigation
INC00178,EVT00178,Suspicious Process Execution,Christopher Gill,Escalated,55 min,Escalated to IT Security Lead
INC00179,EVT00179,VPN Connection,Dakota Walsh,Escalated,48 min,Escalated to Management
INC00180,EVT00180,Configuration Change,Shannon Montoya,Closed,91 min,False Positive
INC00181,EVT00181,Ransomware Detected,Christopher Gill,In Progress,89 min,Under Investigation
INC00182,EVT00182,Ransomware Detected,David Gibson,Escalated,51 min,Escalated to Management
INC00183,EVT00183,Privilege Escalation,David Gibson,Closed,162 min,Blocked
INC00184,EVT00184,VPN Connection,Christopher Garner,Closed,11 min,Blocked
INC00185,EVT00185,USB Device Connected,Katelyn Harris,Closed,42 min,Remediated
INC00186,EVT00186,USB Device Connected,Dr. Jacob Rowe DDS,Closed,110 min,False Positive
INC00187,EVT00187,Account Lockout,Megan Pitts,Closed,76 min,Remediated
INC00188,EVT00188,Web Shell Detected,Michael Howell,Closed,109 min,Remediated
INC00189,EVT00189,Data Exfiltration Attempt,Jennifer Payne,Escalated,179 min,Escalated to Management
INC00190,EVT00190,Privilege Escalation,Cassandra Quinn,In Progress,99 min,Under Investigation
INC00191,EVT00191,Privilege Escalation,Patricia Ortiz,Closed,100 min,Remediated
INC00192,EVT00192,Account Lockout,Shannon Montoya,Open,154 min,Pending Review
INC00193,EVT00193,Failed Login,Raymond Miller,Closed,2 min,Remediated
INC00194,EVT00194,Port Scan,Dakota Walsh,Open,127 min,Pending Review
INC00195,EVT00195,DDoS Attempt,Emily Jackson,Open,87 min,Under Investigation
INC00196,EVT00196,DNS Tunneling Detected,Lori Blevins,Escalated,135 min,Escalated to IT Security Lead
INC00197,EVT00197,USB Device Connected,Christopher Garner,Closed,48 min,Blocked
INC00198,EVT00198,Brute Force,Austin Parks,Closed,81 min,Blocked
INC00199,EVT00199,Account Lockout,Brian Banks,Closed,167 min,Remediated
INC00200,EVT00200,Credential Dumping,Emily Jackson,Closed,61 min,False Positive
INC00201,EVT00201,Unauthorized Access,Allen Wood,Closed,81 min,Blocked
INC00202,EVT00202,Web Shell Detected,Sheila Morris,Closed,102 min,Remediated
INC00203,EVT00203,Phishing Email,Derek Wagner,In Progress,180 min,Under Investigation
INC00204,EVT00204,Session Hijacking Attempt,Christina Hartman,Closed,70 min,Blocked
INC00205,EVT00205,DNS Tunneling Detected,Christopher Gill,Open,13 min,Pending Review
INC00206,EVT00206,Privilege Escalation,Dakota Walsh,Closed,118 min,Remediated
INC00207,EVT00207,SQL Injection Attempt,Mark Harris,Escalated,98 min,Escalated to IT Security Lead
INC00208,EVT00208,USB Device Connected,Jacqueline Scott,Escalated,59 min,Escalated to Management
INC00209,EVT00209,SQL Injection Attempt,Christopher Garner,Open,108 min,Under Investigation
INC00210,EVT00210,Web Shell Detected,Michael Howell,Closed,157 min,Remediated
INC00211,EVT00211,Login Success,Austin Parks,Closed,77 min,False Positive
INC00212,EVT00212,Ransomware Detected,Jennifer Payne,Closed,93 min,Blocked
INC00213,EVT00213,Ransomware Detected,Dakota Walsh,In Progress,69 min,Under Investigation
INC00214,EVT00214,Firewall Rule Change,Jesus Nielsen,Escalated,72 min,Escalated to IT Security Lead
INC00215,EVT00215,Malware Detection,Emily Jackson,In Progress,98 min,Under Investigation
INC00216,EVT00216,Configuration Change,Crystal Costa,Open,90 min,Pending Review
INC00217,EVT00217,Account Lockout,Katelyn Harris,Closed,154 min,False Positive
INC00218,EVT00218,Configuration Change,Brian Banks,Open,11 min,Under Investigation
INC00219,EVT00219,Privilege Escalation,Katherine Cook,Closed,91 min,Remediated
INC00220,EVT00220,Unauthorized Access,Dakota Walsh,Closed,151 min,Remediated
INC00221,EVT00221,Data Exfiltration Attempt,Jacqueline Scott,Closed,126 min,Blocked
INC00222,EVT00222,Suspicious Process Execution,Dr. Jacob Rowe DDS,Closed,33 min,Blocked
INC00223,EVT00223,Account Lockout,Anthony Reynolds,Closed,148 min,Blocked
INC00224,EVT00224,Web Shell Detected,Ricky Blackwell,In Progress,59 min,Under Investigation
INC00225,EVT00225,Data Exfiltration Attempt,Katelyn Harris,Closed,13 min,Remediated
INC00226,EVT00226,SQL Injection Attempt,Anthony Reynolds,Open,40 min,Pending Review
INC00227,EVT00227,Web Shell Detected,Adam Martin,In Progress,120 min,Under Investigation
INC00228,EVT00228,Unauthorized Access,Jacqueline Scott,In Progress,59 min,Under Investigation
INC00229,EVT00229,Credential Dumping,Katelyn Harris,Closed,19 min,False Positive
INC00230,EVT00230,Privilege Escalation,Christina Hartman,Open,65 min,Under Investigation
INC00231,EVT00231,Firewall Rule Change,David Jones,Escalated,128 min,Escalated to IT Security Lead
INC00232,EVT00232,Port Scan,Lisa Smith,Closed,27 min,Remediated
INC00233,EVT00233,Phishing Email,Adam Martin,Closed,30 min,False Positive
INC00234,EVT00234,Configuration Change,Jack Davis,Closed,104 min,Blocked
INC00235,EVT00235,Session Hijacking Attempt,Dakota Walsh,Closed,91 min,Remediated
INC00236,EVT00236,Firewall Rule Change,Adam Martin,Closed,24 min,False Positive
INC00237,EVT00237,Ransomware Detected,Allen Wood,Open,128 min,Pending Review
INC00238,EVT00238,Malware Detection,Robert Frost,In Progress,33 min,Under Investigation
INC00239,EVT00239,SQL Injection Attempt,David Gibson,Closed,21 min,False Positive
INC00240,EVT00240,Phishing Email,Mark Harris,Closed,103 min,False Positive
INC00241,EVT00241,Privilege Escalation,Derek Wagner,Closed,106 min,False Positive
INC00242,EVT00242,Suspicious Process Execution,Jacqueline Scott,Closed,173 min,False Positive
INC00243,EVT00243,Lateral Movement Detected,Michael Howell,Closed,97 min,False Positive
INC00244,EVT00244,Data Exfiltration Attempt,Evan Ortiz,Closed,41 min,Blocked
INC00245,EVT00245,Web Shell Detected,Dakota Walsh,Closed,39 min,False Positive
INC00246,EVT00246,Session Hijacking Attempt,Megan Pitts,Open,31 min,Under Investigation
INC00247,EVT00247,Login Success,Mark Harris,In Progress,63 min,Under Investigation
INC00248,EVT00248,Brute Force,Jesus Nielsen,In Progress,63 min,Under Investigation
INC00249,EVT00249,Ransomware Detected,David Gibson,In Progress,78 min,Under Investigation
INC00250,EVT00250,Web Shell Detected,Lisa Smith,Closed,83 min,Blocked
INC00251,EVT00251,Account Lockout,Adam Martin,In Progress,170 min,Under Investigation
INC00252,EVT00252,USB Device Connected,Dawn Walsh,Escalated,170 min,Escalated to IT Security Lead
INC00253,EVT00253,Web Shell Detected,Allen Wood,In Progress,71 min,Under Investigation
INC00254,EVT00254,Brute Force,Megan Pitts,In Progress,24 min,Under Investigation
INC00255,EVT00255,Ransomware Detected,Lisa Smith,Open,138 min,Under Investigation
INC00256,EVT00256,Unauthorized Access,Crystal Costa,Closed,127 min,Blocked
INC00257,EVT00257,File Access,David Jones,Closed,76 min,Remediated
INC00258,EVT00258,Data Exfiltration Attempt,Mark Harris,Closed,86 min,False Positive
INC00259,EVT00259,Privilege Escalation,Raymond Miller,In Progress,131 min,Under Investigation
INC00260,EVT00260,Port Scan,Amy Coleman,Closed,67 min,Remediated
INC00261,EVT00261,Suspicious Process Execution,Brian Ford,Closed,67 min,Remediated
INC00262,EVT00262,DNS Tunneling Detected,Christopher Gill,Escalated,133 min,Escalated to IT Security Lead
INC00263,EVT00263,Unauthorized Access,Jack Davis,In Progress,161 min,Under Investigation
INC00264,EVT00264,Data Exfiltration Attempt,Megan Pitts,Escalated,16 min,Escalated to Management
INC00265,EVT00265,SQL Injection Attempt,Jennifer Payne,In Progress,120 min,Under Investigation
INC00266,EVT00266,Port Scan,Adam Martin,In Progress,32 min,Under Investigation
INC00267,EVT00267,File Access,Adam Martin,Closed,99 min,Blocked
INC00268,EVT00268,Session Hijacking Attempt,Brian Ford,Closed,172 min,Blocked
INC00269,EVT00269,Credential Dumping,Crystal Costa,Open,165 min,Pending Review
INC00270,EVT00270,VPN Connection,Amy Coleman,Closed,18 min,Remediated
INC00271,EVT00271,Credential Dumping,Amy Coleman,Closed,120 min,False Positive
INC00272,EVT00272,VPN Connection,Brian Ford,Closed,148 min,Blocked
INC00273,EVT00273,Login Success,Allen Wood,In Progress,151 min,Under Investigation
INC00274,EVT00274,Data Exfiltration Attempt,Lisa Smith,In Progress,135 min,Under Investigation
INC00275,EVT00275,Suspicious Process Execution,Jacqueline Scott,Closed,9 min,Blocked
INC00276,EVT00276,Unauthorized Access,David Jones,Closed,31 min,Blocked
INC00277,EVT00277,Lateral Movement Detected,Cassandra Quinn,Closed,22 min,Remediated
INC00278,EVT00278,File Access,Cassandra Quinn,In Progress,31 min,Under Investigation
INC00279,EVT00279,USB Device Connected,Mark Harris,Closed,100 min,Remediated
INC00280,EVT00280,DDoS Attempt,Kyle Stephenson,In Progress,4 min,Under Investigation
INC00281,EVT00281,Suspicious Process Execution,David Gibson,Closed,65 min,Blocked
INC00282,EVT00282,Credential Dumping,Raymond Miller,Closed,54 min,False Positive
INC00283,EVT00283,Login Success,Katherine Cook,Closed,138 min,Blocked
INC00284,EVT00284,Data Exfiltration Attempt,Katherine Cook,Closed,84 min,Remediated
INC00285,EVT00285,VPN Connection,Shannon Montoya,Open,111 min,Under Investigation
INC00286,EVT00286,VPN Connection,Christopher Gill,Open,156 min,Under Investigation
INC00287,EVT00287,Ransomware Detected,David Gibson,Open,153 min,Under Investigation
INC00288,EVT00288,USB Device Connected,Dr. Jacob Rowe DDS,Open,49 min,Under Investigation
INC00289,EVT00289,Port Scan,Sheila Morris,In Progress,177 min,Under Investigation
INC00290,EVT00290,USB Device Connected,Jaime Parsons,Closed,5 min,Remediated
INC00291,EVT00291,Privilege Escalation,David Gibson,Closed,158 min,False Positive
INC00292,EVT00292,File Access,Christopher Gill,Escalated,177 min,Escalated to IT Security Lead
INC00293,EVT00293,Credential Dumping,Raymond Miller,Closed,140 min,Remediated
INC00294,EVT00294,Configuration Change,Adam Martin,In Progress,2 min,Under Investigation
INC00295,EVT00295,Unauthorized Access,Adam Martin,Closed,44 min,Remediated
INC00296,EVT00296,Malware Detection,Patricia Ortiz,Open,115 min,Under Investigation
INC00297,EVT00297,Session Hijacking Attempt,Patricia Ortiz,Closed,79 min,Blocked
INC00298,EVT00298,SQL Injection Attempt,Robert Frost,Escalated,166 min,Escalated to IT Security Lead
INC00299,EVT00299,File Access,Emily Jackson,Open,63 min,Under Investigation
INC00300,EVT00300,Privilege Escalation,Crystal Costa,In Progress,96 min,Under Investigation
INC00301,EVT00301,Malware Detection,Christopher Gill,Closed,13 min,False Positive
INC00302,EVT00302,Account Lockout,Christina Hartman,Closed,32 min,False Positive
INC00303,EVT00303,Credential Dumping,David Jones,Open,118 min,Under Investigation
INC00304,EVT00304,SQL Injection Attempt,Adam Martin,Closed,88 min,Blocked
INC00305,EVT00305,Firewall Rule Change,Jesus Nielsen,Closed,70 min,False Positive
INC00306,EVT00306,Lateral Movement Detected,Derek Wagner,Closed,93 min,Blocked
INC00307,EVT00307,Failed Login,Jaime Parsons,Closed,5 min,Remediated
INC00308,EVT00308,Data Exfiltration Attempt,Sheila Morris,Closed,104 min,False Positive
INC00309,EVT00309,Firewall Rule Change,David Jones,In Progress,117 min,Under Investigation
INC00310,EVT00310,DDoS Attempt,Christopher Gill,Open,120 min,Under Investigation
INC00311,EVT00311,Suspicious Process Execution,Megan Pitts,Closed,82 min,False Positive
INC00312,EVT00312,DNS Tunneling Detected,Derek Wagner,Closed,68 min,False Positive
INC00313,EVT00313,Login Success,Lisa Smith,Escalated,158 min,Escalated to IT Security Lead
INC00314,EVT00314,USB Device Connected,Allen Wood,Closed,93 min,Remediated
INC00315,EVT00315,Phishing Email,Katelyn Harris,In Progress,122 min,Under Investigation
INC00316,EVT00316,Web Shell Detected,Jack Davis,In Progress,125 min,Under Investigation
INC00317,EVT00317,Failed Login,Christina Hartman,Closed,176 min,False Positive
INC00318,EVT00318,Login Success,Crystal Costa,In Progress,133 min,Under Investigation
INC00319,EVT00319,Malware Detection,Adam Martin,Closed,105 min,Blocked
INC00320,EVT00320,Configuration Change,Jack Davis,Closed,13 min,Remediated
INC00321,EVT00321,Session Hijacking Attempt,Christopher Gill,Closed,45 min,Blocked
INC00322,EVT00322,Firewall Rule Change,Derek Wagner,Open,157 min,Pending Review
INC00323,EVT00323,Account Lockout,Adam Martin,Escalated,112 min,Escalated to Management
INC00324,EVT00324,Port Scan,Anthony Reynolds,In Progress,71 min,Under Investigation
INC00325,EVT00325,Session Hijacking Attempt,Megan Pitts,Open,40 min,Pending Review
INC00326,EVT00326,Firewall Rule Change,Evan Ortiz,Closed,32 min,Blocked
INC00327,EVT00327,Login Success,Jacqueline Scott,Closed,112 min,Blocked
INC00328,EVT00328,Port Scan,Jack Davis,Closed,123 min,False Positive
INC00329,EVT00329,File Access,Evan Ortiz,Closed,8 min,False Positive
INC00330,EVT00330,Brute Force,Mark Harris,Escalated,4 min,Escalated to Management
INC00331,EVT00331,Unauthorized Access,Amy Coleman,Closed,43 min,Blocked
INC00332,EVT00332,VPN Connection,Jesus Nielsen,In Progress,112 min,Under Investigation
