incident_id,event_id,incident_type,assigned_to,status,response_time,resolution
INC00119,EVT00119,Unauthorized Access,Bob,Closed,45,Escalated
INC00120,EVT00120,Ransomware,Analyst-1,In Progress,60,Resolved
INC00121,EVT00121,DDoS,Eve,In Progress,5,Investigating
INC00122,EVT00122,Phishing,Eve,Closed,15,Mitigated
INC00123,EVT00123,Ransomware,Analyst-1,Closed,15,Mitigated
INC00124,EVT00124,Ransomware,Alice,In Progress,5,Escalated
INC00125,EVT00125,Malware,Analyst-1,Closed,30,Escalated
INC00126,EVT00126,DDoS,Charlie,Open,10,Blocked
INC00127,EVT00127,DDoS,Charlie,In Progress,30,Blocked
INC00128,EVT00128,Unauthorized Access,Bob,In Progress,5,Mitigated
INC00129,EVT00129,Phishing,Analyst-1,Closed,15,Mitigated
INC00130,EVT00130,DDoS,David,Closed,60,Blocked
INC00131,EVT00131,Brute Force,Charlie,Open,45,Escalated
INC00132,EVT00132,Malware,Analyst-1,Open,10,Escalated
INC00133,EVT00133,Ransomware,Bob,Open,20,Escalated
INC00134,EVT00134,Brute Force,Eve,In Progress,20,Escalated
INC00135,EVT00135,Ransomware,Analyst-1,Open,45,Mitigated
INC00136,EVT00136,Port Scan,Analyst-1,Open,10,Escalated
INC00137,EVT00137,DDoS,Analyst-2,Closed,60,Mitigated
INC00138,EVT00138,Brute Force,Analyst-1,In Progress,30,Blocked
INC00139,EVT00139,DDoS,Eve,In Progress,30,Resolved
INC00140,EVT00140,Brute Force,Analyst-2,Closed,60,Escalated
INC00141,EVT00141,Port Scan,Analyst-2,Open,20,Resolved
INC00142,EVT00142,Phishing,Analyst-2,Open,60,Resolved
INC00143,EVT00143,Port Scan,Eve,In Progress,45,Blocked
INC00144,EVT00144,SQL Injection,Analyst-1,Open,20,Escalated
INC00145,EVT00145,DDoS,David,In Progress,30,Resolved
INC00146,EVT00146,Phishing,Eve,Open,10,Resolved
INC00147,EVT00147,Port Scan,Alice,In Progress,5,Escalated
INC00148,EVT00148,Malware,David,Closed,60,Escalated
INC00149,EVT00149,Malware,David,Open,20,Escalated
INC00150,EVT00150,Brute Force,Charlie,In Progress,60,Resolved
INC00151,EVT00151,Malware,SOC Team,Open,5,Blocked
INC00152,EVT00152,Ransomware,Charlie,Open,15,Escalated
INC00153,EVT00153,Phishing,Bob,In Progress,10,Resolved
INC00154,EVT00154,Phishing,Alice,In Progress,60,Blocked
INC00155,EVT00155,Port Scan,Analyst-1,Open,20,Resolved
INC00156,EVT00156,DDoS,Bob,Closed,5,Mitigated
INC00157,EVT00157,Unauthorized Access,Charlie,Closed,10,Blocked
INC00158,EVT00158,Port Scan,Charlie,In Progress,15,Escalated
INC00159,EVT00159,Brute Force,David,In Progress,15,Investigating
INC00160,EVT00160,SQL Injection,David,Open,45,Escalated
INC00161,EVT00161,Port Scan,David,Open,45,Resolved
INC00162,EVT00162,Unauthorized Access,Bob,Closed,20,Investigating
INC00163,EVT00163,Brute Force,Analyst-1,Open,60,Resolved
INC00164,EVT00164,Phishing,Charlie,Closed,5,Escalated
INC00165,EVT00165,Phishing,Analyst-2,Closed,30,Resolved
INC00166,EVT00166,Port Scan,SOC Team,Closed,20,Escalated
INC00167,EVT00167,Ransomware,SOC Team,In Progress,20,Mitigated
INC00168,EVT00168,SQL Injection,David,In Progress,10,Mitigated
INC00169,EVT00169,Ransomware,Analyst-1,In Progress,20,Blocked
INC00170,EVT00170,Port Scan,Alice,Closed,15,Investigating
INC00171,EVT00171,Port Scan,David,Open,10,Investigating
INC00172,EVT00172,Port Scan,Analyst-2,Open,5,Resolved
INC00173,EVT00173,DDoS,Alice,Closed,15,Escalated
INC00174,EVT00174,Malware,Charlie,Open,5,Mitigated
INC00175,EVT00175,Brute Force,Eve,In Progress,10,Blocked
INC00176,EVT00176,Phishing,David,In Progress,60,Escalated
INC00177,EVT00177,Port Scan,Bob,Open,20,Resolved
INC00178,EVT00178,DDoS,Alice,Closed,15,Investigating
INC00179,EVT00179,Unauthorized Access,Alice,Open,45,Escalated
INC00180,EVT00180,Phishing,Eve,Open,15,Mitigated
INC00181,EVT00181,Phishing,Alice,In Progress,15,Escalated
INC00182,EVT00182,Ransomware,Alice,Open,15,Escalated
INC00183,EVT00183,DDoS,Analyst-2,Open,15,Escalated
INC00184,EVT00184,Malware,David,In Progress,10,Resolved
INC00185,EVT00185,Unauthorized Access,David,In Progress,30,Escalated
INC00186,EVT00186,Unauthorized Access,David,In Progress,15,Investigating
INC00187,EVT00187,Unauthorized Access,Analyst-2,Open,60,Investigating
INC00188,EVT00188,DDoS,SOC Team,In Progress,60,Escalated
INC00189,EVT00189,Ransomware,David,Open,15,Mitigated
INC00190,EVT00190,Phishing,Analyst-2,Closed,15,Blocked
INC00191,EVT00191,Unauthorized Access,Analyst-1,Open,60,Blocked
INC00192,EVT00192,Brute Force,Eve,Open,30,Blocked
INC00193,EVT00193,Unauthorized Access,SOC Team,Closed,45,Escalated
INC00194,EVT00194,Port Scan,Alice,Closed,15,Escalated
INC00195,EVT00195,Phishing,David,Open,20,Escalated
INC00196,EVT00196,SQL Injection,Eve,Open,15,Blocked
INC00197,EVT00197,Phishing,Analyst-1,In Progress,45,Mitigated
INC00198,EVT00198,Brute Force,Charlie,Open,5,Investigating
INC00199,EVT00199,SQL Injection,Alice,In Progress,45,Resolved
INC00200,EVT00200,Unauthorized Access,Analyst-1,Open,60,Mitigated
INC00201,EVT00201,SQL Injection,Eve,In Progress,45,Investigating
INC00202,EVT00202,SQL Injection,Bob,Closed,60,Investigating
INC00203,EVT00203,Malware,Analyst-1,Closed,15,Resolved
INC00204,EVT00204,Ransomware,Charlie,Open,60,Resolved
INC00205,EVT00205,Port Scan,David,Closed,15,Investigating
INC00206,EVT00206,Port Scan,Eve,Closed,15,Escalated
INC00207,EVT00207,DDoS,Eve,Open,15,Blocked
INC00208,EVT00208,Phishing,Analyst-1,Closed,20,Escalated
INC00209,EVT00209,Port Scan,SOC Team,Closed,5,Mitigated
INC00210,EVT00210,Phishing,Analyst-2,Closed,45,Investigating
INC00211,EVT00211,Unauthorized Access,Alice,Open,20,Escalated
INC00212,EVT00212,Ransomware,Analyst-2,Open,30,Mitigated
INC00213,EVT00213,Unauthorized Access,Analyst-1,Closed,15,Resolved
INC00214,EVT00214,Unauthorized Access,Analyst-2,In Progress,10,Investigating
INC00215,EVT00215,Port Scan,Charlie,Open,30,Mitigated
INC00216,EVT00216,SQL Injection,Eve,Closed,45,Resolved
INC00217,EVT00217,SQL Injection,Alice,In Progress,20,Investigating
INC00218,EVT00218,DDoS,Analyst-1,In Progress,20,Resolved
INC00219,EVT00219,Unauthorized Access,Charlie,Open,10,Blocked
INC00220,EVT00220,Ransomware,Analyst-2,Open,30,Escalated
INC00221,EVT00221,Brute Force,Analyst-1,In Progress,15,Blocked
INC00222,EVT00222,Ransomware,Alice,In Progress,5,Mitigated
INC00223,EVT00223,Malware,Analyst-1,Open,30,Investigating
INC00224,EVT00224,DDoS,Eve,Open,20,Escalated
INC00225,EVT00225,DDoS,Analyst-2,Open,30,Blocked
INC00226,EVT00226,Phishing,David,Open,15,Blocked
INC00227,EVT00227,Phishing,Alice,In Progress,20,Mitigated
INC00228,EVT00228,Port Scan,Alice,Closed,10,Blocked
INC00229,EVT00229,Phishing,SOC Team,Closed,45,Investigating
INC00230,EVT00230,SQL Injection,SOC Team,Open,20,Resolved
INC00231,EVT00231,Malware,SOC Team,Open,20,Mitigated
INC00232,EVT00232,Phishing,Charlie,Closed,45,Blocked
INC00233,EVT00233,Port Scan,David,Closed,45,Blocked
INC00234,EVT00234,SQL Injection,Analyst-2,Closed,5,Mitigated
INC00235,EVT00235,Port Scan,Eve,Open,60,Resolved
INC00236,EVT00236,Malware,Analyst-1,Closed,20,Investigating
INC00237,EVT00237,Ransomware,Alice,In Progress,30,Mitigated
INC00238,EVT00238,Malware,Bob,In Progress,15,Escalated
INC00239,EVT00239,Phishing,Analyst-2,Closed,20,Investigating
INC00240,EVT00240,Unauthorized Access,SOC Team,Closed,30,Blocked
INC00241,EVT00241,Ransomware,Analyst-2,Closed,60,Blocked
INC00242,EVT00242,SQL Injection,Bob,In Progress,15,Resolved
INC00243,EVT00243,Port Scan,Analyst-2,Closed,60,Escalated
INC00244,EVT00244,Ransomware,Eve,In Progress,45,Mitigated
INC00245,EVT00245,Port Scan,Charlie,Open,5,Blocked
INC00246,EVT00246,DDoS,Analyst-2,In Progress,15,Resolved
INC00247,EVT00247,Brute Force,Analyst-1,Closed,30,Mitigated
INC00248,EVT00248,DDoS,Analyst-1,Closed,15,Investigating
INC00249,EVT00249,Phishing,SOC Team,Closed,45,Resolved
INC00250,EVT00250,Ransomware,Analyst-2,Open,45,Investigating
INC00251,EVT00251,Malware,Bob,In Progress,60,Investigating
INC00252,EVT00252,Malware,Eve,Closed,20,Investigating
INC00253,EVT00253,Phishing,David,Closed,45,Mitigated
INC00254,EVT00254,SQL Injection,Bob,In Progress,30,Investigating
INC00255,EVT00255,SQL Injection,Charlie,Closed,5,Investigating
INC00256,EVT00256,SQL Injection,Analyst-2,Open,5,Blocked
INC00257,EVT00257,SQL Injection,Eve,Open,15,Blocked
INC00258,EVT00258,Brute Force,Eve,In Progress,15,Escalated
INC00259,EVT00259,SQL Injection,Bob,Open,45,Escalated
INC00260,EVT00260,Unauthorized Access,SOC Team,Closed,10,Resolved
INC00261,EVT00261,Ransomware,Analyst-2,Closed,30,Escalated
INC00262,EVT00262,Malware,Alice,In Progress,60,Blocked
INC00263,EVT00263,Brute Force,Analyst-1,In Progress,15,Resolved
INC00264,EVT00264,Malware,Alice,In Progress,60,Blocked
INC00265,EVT00265,Unauthorized Access,Eve,Closed,60,Escalated
INC00266,EVT00266,Unauthorized Access,Eve,In Progress,5,Resolved
INC00267,EVT00267,Unauthorized Access,David,In Progress,60,Blocked
INC00268,EVT00268,Malware,Alice,Open,20,Investigating
INC00269,EVT00269,Unauthorized Access,Eve,Closed,10,Blocked
INC00270,EVT00270,SQL Injection,Analyst-2,Open,20,Investigating
INC00271,EVT00271,Brute Force,Analyst-1,Closed,5,Escalated
INC00272,EVT00272,SQL Injection,Analyst-1,In Progress,45,Blocked
INC00273,EVT00273,SQL Injection,Alice,Open,30,Escalated
INC00274,EVT00274,Ransomware,SOC Team,In Progress,20,Investigating
INC00275,EVT00275,DDoS,Bob,Open,45,Escalated
INC00276,EVT00276,Ransomware,David,Closed,30,Mitigated
INC00277,EVT00277,Brute Force,David,Closed,5,Resolved
INC00278,EVT00278,Brute Force,Eve,Open,60,Resolved
INC00279,EVT00279,Malware,SOC Team,In Progress,5,Investigating
INC00280,EVT00280,Ransomware,Charlie,In Progress,15,Escalated
INC00281,EVT00281,DDoS,Alice,In Progress,10,Resolved
INC00282,EVT00282,Brute Force,SOC Team,Open,10,Resolved
INC00283,EVT00283,Unauthorized Access,SOC Team,Closed,30,Blocked
INC00284,EVT00284,DDoS,SOC Team,In Progress,15,Resolved
INC00285,EVT00285,Malware,Eve,Open,15,Investigating
INC00286,EVT00286,DDoS,Alice,Open,20,Mitigated
INC00287,EVT00287,Ransomware,Alice,In Progress,20,Mitigated
INC00288,EVT00288,Ransomware,Eve,In Progress,5,Mitigated
INC00289,EVT00289,Brute Force,Eve,In Progress,5,Escalated
INC00290,EVT00290,Brute Force,Eve,Closed,10,Mitigated
INC00291,EVT00291,SQL Injection,Analyst-2,Closed,10,Blocked
INC00292,EVT00292,DDoS,David,Open,45,Investigating
INC00293,EVT00293,Malware,Eve,Open,10,Escalated
INC00294,EVT00294,Unauthorized Access,Bob,In Progress,15,Escalated
INC00295,EVT00295,Malware,Alice,In Progress,60,Escalated
INC00296,EVT00296,Unauthorized Access,Analyst-1,Closed,20,Blocked
INC00297,EVT00297,SQL Injection,Analyst-1,In Progress,45,Escalated
INC00298,EVT00298,Port Scan,David,In Progress,10,Escalated
INC00299,EVT00299,Brute Force,Charlie,Closed,20,Escalated
INC00300,EVT00300,Malware,SOC Team,In Progress,20,Escalated
INC00301,EVT00301,SQL Injection,Analyst-1,Closed,5,Blocked
INC00302,EVT00302,Unauthorized Access,Analyst-1,Closed,60,Escalated
INC00303,EVT00303,Malware,Charlie,Open,45,Investigating
INC00304,EVT00304,Ransomware,Alice,Open,20,Escalated
INC00305,EVT00305,Phishing,SOC Team,In Progress,15,Mitigated
INC00306,EVT00306,Malware,David,Closed,20,Investigating
INC00307,EVT00307,SQL Injection,Bob,In Progress,15,Mitigated
INC00308,EVT00308,Ransomware,Alice,Closed,20,Escalated
INC00309,EVT00309,Port Scan,SOC Team,Closed,60,Blocked
INC00310,EVT00310,Ransomware,Charlie,Closed,60,Escalated
INC00311,EVT00311,Ransomware,SOC Team,Closed,60,Escalated
INC00312,EVT00312,Ransomware,SOC Team,In Progress,10,Mitigated
INC00313,EVT00313,Phishing,Charlie,Closed,45,Mitigated
INC00314,EVT00314,Malware,SOC Team,In Progress,15,Mitigated
INC00315,EVT00315,Port Scan,David,In Progress,60,Blocked
INC00316,EVT00316,Malware,Analyst-2,In Progress,60,Investigating
INC00317,EVT00317,Ransomware,Alice,Closed,5,Investigating
INC00318,EVT00318,Phishing,Analyst-1,In Progress,5,Resolved
INC00319,EVT00319,Brute Force,Bob,In Progress,5,Escalated
INC00320,EVT00320,Phishing,David,Open,45,Investigating
INC00321,EVT00321,SQL Injection,David,Open,60,Escalated
INC00322,EVT00322,Port Scan,Analyst-2,Open,20,Mitigated
INC00323,EVT00323,DDoS,Alice,In Progress,20,Resolved
INC00324,EVT00324,Unauthorized Access,Analyst-1,Open,60,Mitigated
INC00325,EVT00325,DDoS,Charlie,Open,45,Blocked
INC00326,EVT00326,DDoS,Eve,Open,20,Mitigated
INC00327,EVT00327,Port Scan,Eve,Closed,10,Resolved
INC00328,EVT00328,Brute Force,Bob,Open,45,Investigating
INC00329,EVT00329,Malware,Bob,Open,15,Resolved
INC00330,EVT00330,Malware,Analyst-2,Closed,10,Blocked
INC00331,EVT00331,Phishing,SOC Team,Closed,10,Mitigated
INC00332,EVT00332,DDoS,SOC Team,In Progress,15,Escalated
INC00333,EVT00333,Port Scan,Bob,In Progress,15,Resolved
INC00334,EVT00334,Ransomware,Analyst-2,Open,10,Investigating
INC00335,EVT00335,Malware,Eve,Open,20,Resolved
INC00336,EVT00336,DDoS,Eve,In Progress,60,Resolved
INC00337,EVT00337,Malware,Analyst-1,Open,10,Mitigated
INC00338,EVT00338,Phishing,Charlie,In Progress,10,Blocked
INC00339,EVT00339,Brute Force,Bob,Open,10,Mitigated
INC00340,EVT00340,Malware,Bob,In Progress,20,Blocked
INC00341,EVT00341,Phishing,Charlie,In Progress,60,Escalated
INC00342,EVT00342,DDoS,Analyst-1,Closed,30,Escalated
INC00343,EVT00343,Brute Force,Eve,Closed,15,Resolved
INC00344,EVT00344,Phishing,Bob,Closed,5,Blocked
INC00345,EVT00345,Malware,David,Open,30,Resolved
INC00346,EVT00346,Ransomware,Eve,In Progress,30,Blocked
INC00347,EVT00347,Ransomware,Analyst-2,In Progress,45,Resolved
INC00348,EVT00348,Unauthorized Access,Charlie,In Progress,15,Mitigated
INC00349,EVT00349,SQL Injection,Analyst-1,Closed,30,Investigating
INC00350,EVT00350,Brute Force,Alice,Closed,60,Investigating
INC00351,EVT00351,DDoS,Alice,Closed,60,Blocked
INC00352,EVT00352,Malware,Analyst-2,Open,45,Mitigated
INC00353,EVT00353,Phishing,Charlie,In Progress,20,Blocked
INC00354,EVT00354,Malware,Alice,Open,30,Blocked
INC00355,EVT00355,Malware,Alice,Closed,20,Blocked
INC00356,EVT00356,SQL Injection,SOC Team,Closed,60,Blocked
INC00357,EVT00357,SQL Injection,Bob,Closed,45,Resolved
INC00358,EVT00358,Unauthorized Access,Alice,Open,60,Blocked
INC00359,EVT00359,SQL Injection,Bob,In Progress,30,Escalated
INC00360,EVT00360,Ransomware,Charlie,Open,15,Blocked
INC00361,EVT00361,SQL Injection,Eve,Open,20,Investigating
INC00362,EVT00362,DDoS,Analyst-2,Closed,45,Escalated
INC00363,EVT00363,DDoS,Eve,Closed,20,Mitigated
INC00364,EVT00364,Port Scan,Alice,In Progress,5,Investigating
INC00365,EVT00365,Phishing,Eve,Open,60,Investigating
INC00366,EVT00366,Ransomware,Eve,Closed,30,Investigating
INC00367,EVT00367,DDoS,Alice,Open,10,Mitigated
INC00368,EVT00368,DDoS,SOC Team,In Progress,20,Resolved
INC00369,EVT00369,SQL Injection,Bob,Closed,5,Mitigated
INC00370,EVT00370,Port Scan,Analyst-2,In Progress,60,Mitigated
INC00371,EVT00371,DDoS,Eve,In Progress,10,Escalated
INC00372,EVT00372,Phishing,Alice,Closed,5,Blocked
INC00373,EVT00373,DDoS,Alice,Closed,45,Resolved
INC00374,EVT00374,Port Scan,David,In Progress,15,Escalated
INC00375,EVT00375,DDoS,Eve,In Progress,10,Resolved
INC00376,EVT00376,Brute Force,Analyst-2,Open,30,Resolved
INC00377,EVT00377,Port Scan,Analyst-1,In Progress,15,Resolved
INC00378,EVT00378,SQL Injection,Analyst-1,Closed,15,Blocked
INC00379,EVT00379,Malware,Bob,In Progress,20,Escalated
INC00380,EVT00380,Port Scan,Charlie,In Progress,5,Escalated
INC00381,EVT00381,Ransomware,Analyst-2,Open,45,Blocked
INC00382,EVT00382,SQL Injection,Analyst-2,In Progress,30,Escalated
INC00383,EVT00383,Port Scan,Bob,Open,20,Escalated
INC00384,EVT00384,DDoS,David,In Progress,10,Escalated
INC00385,EVT00385,Ransomware,Eve,Closed,60,Investigating
INC00386,EVT00386,DDoS,Alice,Closed,30,Mitigated
INC00387,EVT00387,Unauthorized Access,Alice,Closed,20,Escalated
INC00388,EVT00388,Phishing,SOC Team,Open,45,Mitigated
INC00389,EVT00389,Brute Force,Eve,Open,20,Escalated
INC00390,EVT00390,Phishing,Eve,Open,30,Resolved
INC00391,EVT00391,Unauthorized Access,SOC Team,Closed,60,Investigating
INC00392,EVT00392,Ransomware,Alice,In Progress,10,Blocked
INC00393,EVT00393,Phishing,Alice,Open,15,Resolved
INC00394,EVT00394,Unauthorized Access,Analyst-2,Open,15,Mitigated
INC00395,EVT00395,Brute Force,Eve,Open,30,Investigating
INC00396,EVT00396,Ransomware,David,Open,30,Resolved
INC00397,EVT00397,SQL Injection,Analyst-1,In Progress,15,Resolved
INC00398,EVT00398,Malware,Eve,Open,60,Blocked
INC00399,EVT00399,DDoS,Analyst-2,Open,30,Escalated
INC00400,EVT00400,DDoS,Analyst-2,Closed,5,Mitigated
INC00401,EVT00401,DDoS,SOC Team,Open,10,Investigating
INC00402,EVT00402,SQL Injection,Alice,Open,45,Blocked
INC00403,EVT00403,Phishing,Eve,Open,20,Resolved
INC00404,EVT00404,Port Scan,Analyst-2,In Progress,15,Investigating
INC00405,EVT00405,Phishing,Bob,In Progress,15,Resolved
INC00406,EVT00406,Phishing,SOC Team,In Progress,20,Escalated
INC00407,EVT00407,Ransomware,Analyst-2,Open,5,Escalated
INC00408,EVT00408,Malware,Analyst-1,Closed,5,Blocked
INC00409,EVT00409,Unauthorized Access,Analyst-2,Open,60,Escalated
INC00410,EVT00410,Unauthorized Access,SOC Team,Open,30,Blocked
INC00411,EVT00411,Brute Force,Analyst-2,Open,5,Investigating
INC00412,EVT00412,Brute Force,Alice,Closed,15,Escalated
INC00413,EVT00413,Brute Force,Alice,Closed,10,Investigating
INC00414,EVT00414,Unauthorized Access,Bob,Open,45,Escalated
INC00415,EVT00415,Malware,Analyst-1,Closed,45,Mitigated
INC00416,EVT00416,Port Scan,Alice,Closed,30,Investigating
INC00417,EVT00417,Brute Force,David,Open,45,Escalated
INC00418,EVT00418,Port Scan,Bob,In Progress,60,Mitigated
INC00419,EVT00419,Brute Force,SOC Team,Open,5,Escalated
INC00420,EVT00420,Phishing,Bob,Open,10,Blocked
INC00421,EVT00421,DDoS,Eve,Closed,15,Investigating
